Genome_ID	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
G_129345	NA	G_129345_r_44	51637	52275	+	fusB	fusidic acid resistance EF-G-binding protein FusB	core	AMR	AMR	FUSIDIC ACID	FUSIDIC ACID	EXACTX	213	213	100.00	100.00	213	WP_000855537.1	fusidic acid resistance EF-G-binding protein FusB	NA	NA
G_129345	NA	G_129345_r_44	71101	71943	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	281	281	100.00	95.02	281	WP_000733281.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
G_129345	NA	G_129345_r_44	73797	74174	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	96.03	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_129345	NA	G_129345_r_55	42739	43164	-	fosB	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	INTERNAL_STOP	142	142	100.00	98.59	142	WP_002467687.1	FosB family fosfomycin resistance bacillithiol transferase	NA	NA
G_132856	NA	G_132856_r_23	7825	9366	-	qacB	quaternary ammonium compound efflux MFS transporter QacB	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	BLASTX	514	514	100.00	99.42	514	WP_000622778.1	quaternary ammonium compound efflux MFS transporter QacB	NA	NA
G_132856	NA	G_132856_r_23	18718	21789	-	mupA	mupirocin-resistant isoleucine--tRNA ligase MupA	core	AMR	AMR	MUPIROCIN	MUPIROCIN	EXACTX	1024	1024	100.00	100.00	1024	WP_000163435.1	mupirocin-resistant isoleucine--tRNA ligase MupA	NA	NA
G_132856	NA	G_132856_r_68	34209	34586	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	96.03	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_132856	NA	G_132856_r_68	36440	37282	+	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	281	281	100.00	95.02	281	WP_000733281.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
G_131022	NA	G_131022_r_1	221420	221902	-	dfrC	trimethoprim-resistant dihydrofolate reductase DfrC	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	BLASTX	161	161	100.00	98.14	161	WP_001830952.1	trimethoprim-resistant dihydrofolate reductase DfrC	NA	NA
G_131022	NA	G_131022_r_10	53815	54240	+	fosB	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	142	142	100.00	94.37	142	WP_002437790.1	FosB family fosfomycin resistance bacillithiol transferase	NA	NA
G_131022	NA	G_131022_r_32	105	587	-	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	EXACTX	161	161	100.00	100.00	161	WP_001829870.1	lincosamide nucleotidyltransferase Lnu(A)	NA	NA
G_131022	NA	G_131022_r_7	149297	151300	-	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	668	668	100.00	100.00	668	WP_000721310.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	NA	NA
G_131022	NA	G_131022_r_7	151400	152374	+	mecR1	beta-lactam sensor/signal transducer MecR1	core	AMR	AMR	BETA-LACTAM	METHICILLIN	PARTIALX	325	585	55.56	100.00	325	WP_000952923.1	beta-lactam sensor/signal transducer MecR1	NA	NA
G_132515	NA	G_132515_r_39	3705	4547	-	blaPC1	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	281	281	100.00	100.00	281	WP_000733283.1	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1	NA	NA
G_132515	NA	G_132515_r_39	4654	6408	+	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.00	99.66	585	WP_001096376.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_132515	NA	G_132515_r_39	6401	6778	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	126	126	100.00	100.00	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_132515	NA	G_132515_r_39	12254	13795	+	qacA	quaternary ammonium compound efflux MFS transporter QacA	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	514	514	100.00	100.00	514	WP_000622776.1	quaternary ammonium compound efflux MFS transporter QacA	NA	NA
G_132515	NA	G_132515_r_55	1858	2754	-	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	299	299	100.00	99.67	299	WP_000196697.1	Mph(C) family macrolide 2'-phosphotransferase	NA	NA
G_132515	NA	G_132515_r_55	2856	4319	-	msr(A)	ABC-F type ribosomal protection protein Msr(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	488	488	100.00	99.80	488	WP_000438874.1	ABC-F type ribosomal protection protein Msr(A)	NA	NA
G_132515	NA	G_132515_r_57	3427	4992	-	vga(A)-LC	ABC-F type ribosomal protection protein Vga(A)-LC	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	ALLELEX	522	522	100.00	100.00	522	WP_002449123.1	ABC-F type ribosomal protection protein Vga(A)-LC	NA	NA
G_132515	NA	G_132515_r_60	3375	4811	-	aac(6')-Ie/aph(2'')-Ia	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	479	479	100.00	100.00	479	WP_001028144.1	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	NA	NA
G_132515	NA	G_132515_r_62	2660	4663	-	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	668	668	100.00	100.00	668	WP_000721310.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	NA	NA
G_132515	NA	G_132515_r_65	3361	4005	+	catA	type A-7 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	215	215	100.00	100.00	215	WP_002489529.1	type A-7 chloramphenicol O-acetyltransferase	NA	NA
G_132515	NA	G_132515_r_7	57388	58026	+	fusB	fusidic acid resistance EF-G-binding protein FusB	core	AMR	AMR	FUSIDIC ACID	FUSIDIC ACID	EXACTX	213	213	100.00	100.00	213	WP_000855537.1	fusidic acid resistance EF-G-binding protein FusB	NA	NA
G_6571	NA	G_6571_r_1	67646	68113	+	dfrF	trimethoprim-resistant dihydrofolate reductase DfrF	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	BLASTX	156	164	95.12	100.00	156	WP_002322211.1	trimethoprim-resistant dihydrofolate reductase DfrF	NA	NA
G_6571	NA	G_6571_r_15	13001	14917	+	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	99.53	639	WP_063856405.1	tetracycline resistance ribosomal protection protein Tet(O)	NA	NA
G_6571	NA	G_6571_r_25	2305	3039	+	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	245	245	100.00	100.00	245	WP_002292226.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
G_6995	NA	G_6995_r_107	164	1075	-	tet(40)	tetracycline efflux MFS transporter Tet(40)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	304	406	74.88	99.67	304	WP_015573055.1	tetracycline efflux MFS transporter Tet(40)	NA	NA
G_6995	NA	G_6995_r_27	28117	28851	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	245	245	100.00	100.00	245	WP_002292226.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
G_6995	NA	G_6995_r_67	9119	11035	+	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	94.05	639	WP_012669445.1	tetracycline resistance ribosomal protection protein Tet(O)	NA	NA
G_6995	NA	G_6995_r_97	245	1903	-	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	553	639	86.54	100.00	553	WP_002586627.1	tetracycline resistance ribosomal protection protein Tet(W)	NA	NA
G_49893	NA	G_49893_r_95	5034	5516	+	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	EXACTX	161	161	100.00	100.00	161	WP_001829870.1	lincosamide nucleotidyltransferase Lnu(A)	NA	NA
G_129836	NA	G_129836_r_10	52650	53075	+	fosB	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	142	142	100.00	99.30	142	WP_002467687.1	FosB family fosfomycin resistance bacillithiol transferase	NA	NA
G_129836	NA	G_129836_r_14	131	973	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	281	281	100.00	99.64	281	WP_000733274.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
G_129836	NA	G_129836_r_14	1080	2834	+	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	585	585	100.00	100.00	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_129836	NA	G_129836_r_14	2827	3204	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	99.21	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_129836	NA	G_129836_r_2	58511	58993	+	dfrC	trimethoprim-resistant dihydrofolate reductase DfrC	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	161	161	100.00	100.00	161	WP_001830952.1	trimethoprim-resistant dihydrofolate reductase DfrC	NA	NA
G_129836	NA	G_129836_r_53	492	1955	+	msr(A)	ABC-F type ribosomal protection protein Msr(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	488	488	100.00	99.80	488	WP_000438874.1	ABC-F type ribosomal protection protein Msr(A)	NA	NA
G_129836	NA	G_129836_r_53	2057	2953	+	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	299	299	100.00	100.00	299	WP_000196697.1	Mph(C) family macrolide 2'-phosphotransferase	NA	NA
G_130008	NA	G_130008_r_11	131	973	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	281	281	100.00	99.64	281	WP_000733274.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
G_130008	NA	G_130008_r_11	1080	2834	+	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	585	585	100.00	100.00	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_130008	NA	G_130008_r_11	2827	3204	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	99.21	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_130008	NA	G_130008_r_50	1471	2367	-	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	299	299	100.00	100.00	299	WP_000196697.1	Mph(C) family macrolide 2'-phosphotransferase	NA	NA
G_130008	NA	G_130008_r_50	2469	3932	-	msr(A)	ABC-F type ribosomal protection protein Msr(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	488	488	100.00	99.80	488	WP_000438874.1	ABC-F type ribosomal protection protein Msr(A)	NA	NA
G_130008	NA	G_130008_r_7	53145	53570	+	fosB	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	142	142	100.00	99.30	142	WP_002467687.1	FosB family fosfomycin resistance bacillithiol transferase	NA	NA
G_130008	NA	G_130008_r_78	58512	58994	+	dfrC	trimethoprim-resistant dihydrofolate reductase DfrC	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	161	161	100.00	100.00	161	WP_001830952.1	trimethoprim-resistant dihydrofolate reductase DfrC	NA	NA
G_21819	NA	G_21819_r_1	1074097	1076013	+	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_002586627.1	tetracycline resistance ribosomal protection protein Tet(W)	NA	NA
G_49787	NA	G_49787_r_18	5888	7801	+	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	638	639	99.84	94.67	638	WP_003672618.1	tetracycline resistance ribosomal protection protein Tet(W)	NA	NA
G_128837	NA	G_128837_r_10	51458	51883	+	fosB	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	INTERNAL_STOP	142	142	100.00	98.59	142	WP_002467687.1	FosB family fosfomycin resistance bacillithiol transferase	NA	NA
G_128837	NA	G_128837_r_11	1256	1987	+	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	244	244	100.00	100.00	244	WP_001003263.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	NA	NA
G_128837	NA	G_128837_r_18	1724	3160	+	aac(6')-Ie/aph(2'')-Ia	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	479	479	100.00	100.00	479	WP_001028144.1	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	NA	NA
G_128837	NA	G_128837_r_19	1353	2894	-	qacA	quaternary ammonium compound efflux MFS transporter QacA	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	514	514	100.00	100.00	514	WP_000622776.1	quaternary ammonium compound efflux MFS transporter QacA	NA	NA
G_128837	NA	G_128837_r_25	35044	35526	-	dfrC	trimethoprim-resistant dihydrofolate reductase DfrC	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	161	161	100.00	100.00	161	WP_001830952.1	trimethoprim-resistant dihydrofolate reductase DfrC	NA	NA
G_128837	NA	G_128837_r_26	7147	7989	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	281	281	100.00	99.29	281	WP_000733283.1	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1	NA	NA
G_128837	NA	G_128837_r_26	8096	9850	+	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.00	95.90	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_128837	NA	G_128837_r_26	9843	10217	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	125	126	99.21	99.20	125	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_128837	NA	G_128837_r_44	1592	1969	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	99.21	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_128837	NA	G_128837_r_44	1962	3716	-	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.00	95.90	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_128837	NA	G_128837_r_44	3823	4533	+	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	237	281	84.34	99.16	237	WP_000733283.1	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1	NA	NA
G_128837	NA	G_128837_r_52	2638	5709	+	mupA	mupirocin-resistant isoleucine--tRNA ligase MupA	core	AMR	AMR	MUPIROCIN	MUPIROCIN	EXACTX	1024	1024	100.00	100.00	1024	WP_000163435.1	mupirocin-resistant isoleucine--tRNA ligase MupA	NA	NA
G_128837	NA	G_128837_r_58	2736	4739	-	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	668	668	100.00	100.00	668	WP_000721310.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	NA	NA
G_128837	NA	G_128837_r_58	4839	6593	+	mecR1	beta-lactam sensor/signal transducer MecR1	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	585	585	100.00	100.00	585	WP_000952923.1	beta-lactam sensor/signal transducer MecR1	NA	NA
G_128837	NA	G_128837_r_58	6596	6964	+	mecI	mecA-type methicillin resistance repressor MecI	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	123	123	100.00	100.00	123	WP_000369214.1	mecA-type methicillin resistance repressor MecI	NA	NA
G_128837	NA	G_128837_r_83	3	713	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	237	281	84.34	99.16	237	WP_000733283.1	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1	NA	NA
G_128837	NA	G_128837_r_83	820	2574	+	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.00	95.90	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_128837	NA	G_128837_r_83	2567	2944	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	99.21	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_128837	NA	G_128837_r_84	3	377	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	125	126	99.21	99.20	125	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_128837	NA	G_128837_r_84	370	2124	-	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.00	95.90	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_128837	NA	G_128837_r_84	2231	3073	+	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	281	281	100.00	97.15	281	WP_000733283.1	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1	NA	NA
G_136239	NA	G_136239_r_14	83807	84301	-	dfrG	trimethoprim-resistant dihydrofolate reductase DfrG	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	BLASTX	165	165	100.00	99.39	165	WP_000868795.1	trimethoprim-resistant dihydrofolate reductase DfrG	NA	NA
G_136239	NA	G_136239_r_28	20577	20954	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	96.03	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_136239	NA	G_136239_r_28	22808	23650	+	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	281	281	100.00	94.66	281	WP_000733281.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
G_136239	NA	G_136239_r_30	676	1407	-	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	244	244	100.00	100.00	244	WP_001003263.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	NA	NA
G_136239	NA	G_136239_r_35	2753	4756	-	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	668	668	100.00	100.00	668	WP_000721306.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	NA	NA
G_136239	NA	G_136239_r_55	810	1301	-	dfrE	trimethoprim-resistant dihydrofolate reductase DfrE	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	164	164	100.00	100.00	164	WP_012655890.1	trimethoprim-resistant dihydrofolate reductase DfrE	NA	NA
G_136239	NA	G_136239_r_59	3062	4978	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691727.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
G_136239	NA	G_136239_r_60	2534	3301	+	aadD1	aminoglycoside O-nucleotidyltransferase ANT(4')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	EXACTX	256	256	100.00	100.00	256	WP_001795128.1	aminoglycoside O-nucleotidyltransferase ANT(4')-Ia	NA	NA
G_136239	NA	G_136239_r_66	443	1867	-	fexA	chloramphenicol/florfenicol efflux MFS transporter FexA	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	BLASTX	475	475	100.00	99.16	475	WP_015585966.1	chloramphenicol/florfenicol efflux MFS transporter FexA	NA	NA
G_136239	NA	G_136239_r_75	327	1700	+	tet(L)	tetracycline efflux MFS transporter Tet(L)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	458	458	100.00	100.00	458	WP_001574277.1	tetracycline efflux MFS transporter Tet(L)	NA	NA
G_136239	NA	G_136239_r_79	376	1422	+	cfr	23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	EXACTX	349	349	100.00	100.00	349	WP_001010505.1	23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr	NA	NA
G_136239	NA	G_136239_r_85	2679	4151	+	aac(6')-Ie/aph(2'')-Ia	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	491	491	100.00	100.00	491	WP_012655884.1	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	NA	NA
G_136239	NA	G_136239_r_85	4735	5469	+	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	245	245	100.00	100.00	245	WP_002292226.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
G_136239	NA	G_136239_r_85	5777	6637	+	ant(6)-Ia	aminoglycoside nucleotidyltransferase ANT(6)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	287	287	100.00	100.00	287	WP_002294505.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia	NA	NA
G_136239	NA	G_136239_r_85	7343	8149	+	spw	ANT(9) family aminoglycoside nucleotidyltransferase Spw	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTX	269	269	100.00	100.00	269	WP_002294509.1	ANT(9) family aminoglycoside nucleotidyltransferase Spw	NA	NA
G_136239	NA	G_136239_r_85	10219	11700	+	lsa(E)	ABC-F type ribosomal protection protein Lsa(E)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	EXACTX	494	494	100.00	100.00	494	WP_002294513.1	ABC-F type ribosomal protection protein Lsa(E)	NA	NA
G_136239	NA	G_136239_r_85	11757	12557	+	lnu(B)	lincosamide nucleotidyltransferase Lnu(B)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	EXACTX	267	267	100.00	100.00	267	WP_002294514.1	lincosamide nucleotidyltransferase Lnu(B)	NA	NA
G_136322	NA	G_136322_r_2	1537	2913	-	tet(K)	tetracycline efflux MFS transporter Tet(K)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	459	459	100.00	99.35	459	WP_000492283.1	tetracycline efflux MFS transporter Tet(K)	NA	NA
G_136322	NA	G_136322_r_20	1123	1500	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	99.21	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
G_136322	NA	G_136322_r_20	1493	3247	-	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	585	585	100.00	100.00	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
G_136322	NA	G_136322_r_20	3354	4196	+	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	281	281	100.00	100.00	281	WP_000733274.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
G_136322	NA	G_136322_r_25	932	2473	+	qacA	quaternary ammonium compound efflux MFS transporter QacA	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	514	514	100.00	100.00	514	WP_000622776.1	quaternary ammonium compound efflux MFS transporter QacA	NA	NA
G_136322	NA	G_136322_r_26	174775	175257	+	dfrC	trimethoprim-resistant dihydrofolate reductase DfrC	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	BLASTX	161	161	100.00	99.38	161	WP_001830952.1	trimethoprim-resistant dihydrofolate reductase DfrC	NA	NA
G_136322	NA	G_136322_r_63	3338	3976	+	fusB	fusidic acid resistance EF-G-binding protein FusB	core	AMR	AMR	FUSIDIC ACID	FUSIDIC ACID	EXACTX	213	213	100.00	100.00	213	WP_000855537.1	fusidic acid resistance EF-G-binding protein FusB	NA	NA
