Pipolin_ID	Genome_ID	Pipolin_file	Pipolin_length	Contig_length	Genome_length	Contig_name	Contig_description	Contig_AN	Atts	Number_atts	Coordinates_atts	Length_atts	Integration_site	Genome_AN	Genome_file	Organism	Genus	Specie	AssemblyStatus	BiosampleAN	BiosampleID	Biosource	Coverage	Host	isolation_source	SRA	geo_location	Contamination_status
G_50019_0	G_50019	G_50019_0_v0.minimal.single_record.gbk	19810	19810	2368786	G_50019_r_86	Limosilactobacillus reuteri strain LTM_Jesus_5_1 scaffold54, whole genome shotgun sequence	JAJGUR010000054.1	False	0	NA	NA	NA	GCA_020785035.1	GCA_020785035.1_ASM2078503v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258626	22258626	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'LTM_Jesus_5_1'}], 'Sex': '', 'Isolate': ''}	500	Lion-tailed Macaque	NA	 SRS10629399	USA:California	Not_contaminated
G_128888_0	G_128888	G_128888_0_v0.minimal.single_record.gbk	9955	9955	2595485	G_128888_r_8	Staphylococcus epidermidis strain 1013_SEPI 13_9955_137986, whole genome shotgun sequence	JWGH01000004.1	False	0	NA	NA	NA	GCA_001069845.1	GCA_001069845.1_ASM106984v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Scaffold	SAMN03196975	3196975	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '1013_SEPI'}], 'Sex': '', 'Isolate': ''}	9	Homo sapiens	missing	 SRS746184	USA: WA	Not_contaminated
G_130074_0	G_130074	G_130074_0_v0.minimal.single_record.gbk	8839	8839	2542884	G_130074_r_36	Staphylococcus epidermidis strain SESURV_p0_209 NODE_37_length_8839_cov_623.018_ID_5400, whole genome shotgun sequence	VPMG01000037.1	False	0	NA	NA	NA	GCA_010150975.1	GCA_010150975.1_ASM1015097v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507681	12507681	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_209'}], 'Sex': '', 'Isolate': ''}	124.784	Homo sapiens	L_thumb	 SRS5257549	USA	Not_contaminated
G_50055_0	G_50055	G_50055_0_v0.complete.single_record.gbk	18894	2243550	2272714	G_50055_r_1	Limosilactobacillus reuteri strain 1B chromosome, complete genome	CP047416.1	True	2	['[0:22](-)', '[18814:18838](-)']	[22, 24]	['tRNA-Thr']	GCA_013487925.1	GCA_013487925.1_ASM1348792v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Complete Genome	SAMN13624823	13624823	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '1B'}], 'Sex': '', 'Isolate': ''}	220	Equus caballus	NCSU Equine Educational Unit	 SRS5873513	USA: North Carolina	Not_contaminated
G_136526_0	G_136526	G_136526_0_v0.minimal.single_record.gbk	8065	8065	2542943	G_136526_r_6	Staphylococcus warneri strain DE0564 NODE_15_length_8065_cov_411.770057, whole genome shotgun sequence	VDOH01000015.1	False	0	NA	NA	NA	GCA_007666005.1	GCA_007666005.1_ASM766600v1_genomic.fna	Staphylococcus warneri (firmicutes)	Staphylococcus	Staphylococcus warneri	Scaffold	SAMN11792724	11792724	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'DE0564'}], 'Sex': '', 'Isolate': ''}	100	not applicable	environmental	NA	USA: North Carolina, Durham	Not_contaminated
G_100380_0	G_100380	G_100380_0_v0.minimal.single_record.gbk	24444	24444	3827087	G_100380_r_41	Roseburia inulinivorans strain 2789STDY5608887 genome assembly, contig: SCcontig000041, whole genome shotgun sequence	CYXX01000041.1	False	0	NA	NA	NA	GCA_001405535.1	GCA_001405535.1_13414_6_71_genomic.fna	Roseburia inulinivorans (firmicutes)	Roseburia	Roseburia inulinivorans	Scaffold	SAMEA3545295	4105033	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '2789STDY5608887'}], 'Sex': '', 'Isolate': ''}	100	Homo sapiens	feces	 ERS852444	United Kingdom	Not_contaminated
G_129085_0	G_129085	G_129085_0_v0.minimal.single_record.gbk	8453	8453	2726520	G_129085_r_29	Staphylococcus epidermidis strain SCH-19 PROKKA_contig000029, whole genome shotgun sequence	PEJI01000029.1	False	0	NA	NA	NA	GCA_002750035.1	GCA_002750035.1_ASM275003v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Scaffold	SAMN07839772	7839772	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SCH-19'}], 'Sex': '', 'Isolate': ''}	125	Homo sapiens	Neck/Axilla	NA	Canada: Toronto, ON	Not_contaminated
G_49877_0	G_49877	G_49877_0_v0.complete.single_record.gbk	17161	179762	2091003	G_49877_r_51	Limosilactobacillus reuteri strain R2lc Contig_6, whole genome shotgun sequence	PTLS01000038.1	True	2	['[0:34](-)', '[16786:16820](-)']	[34, 34]	['transfer-messenger RNA, SsrA']	GCA_003703875.1	GCA_003703875.1_ASM370387v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN08565493	8565493	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'R2lc'}], 'Sex': '', 'Isolate': ''}	205	rat	NA	 SRS4022896	not applicable	Not_contaminated
G_49704_0	G_49704	G_49704_0_v0.minimal.single_record.gbk	21349	21349	2006512	G_49704_r_132	Limosilactobacillus panis DSM 6035 NODE_7, whole genome shotgun sequence	AZGM01000006.1	False	0	NA	NA	NA	GCA_001435935.1	GCA_001435935.1_ASM143593v1_genomic.fna	Limosilactobacillus panis DSM 6035 (firmicutes)	Limosilactobacillus	Limosilactobacillus panis	Scaffold	SAMN02369492	2369492	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'DSM 6035'}], 'Sex': '', 'Isolate': ''}	100	NA	sourdough	 SRS549092	Germany	Not_contaminated
G_132500_0	G_132500	G_132500_0_v0.minimal.single_record.gbk	9983	9983	2511345	G_132500_r_54	Staphylococcus haemolyticus genome assembly 7068_7#38, scaffold ERS066370.7068_7_38.54, whole genome shotgun sequence	CUGG01000054.1	False	0	NA	NA	NA	GCA_001229185.1	GCA_001229185.1_7068_7_38_genomic.fna	Staphylococcus haemolyticus (firmicutes)	Staphylococcus	Staphylococcus haemolyticus	Scaffold	SAMEA1035053	788226	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '113101'}], 'Sex': '', 'Isolate': ''}	122	Homo sapiens	Arterial blood	 ERS066370	Switzerland	Not_contaminated
G_129349_0	G_129349	G_129349_0_v0.minimal.single_record.gbk	7970	7970	2535470	G_129349_r_27	Staphylococcus epidermidis strain SE53 NODE_34_length_7970_cov_263.239, whole genome shotgun sequence	WBQM01000034.1	False	0	NA	NA	NA	GCA_008922415.1	GCA_008922415.1_ASM892241v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12840229	12840229	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SE53'}], 'Sex': '', 'Isolate': ''}	88	Homo sapiens	blood	NA	United Kingdom: Aberdeen	Not_contaminated
G_6949_0	G_6949	G_6949_0_v0.minimal.single_record.gbk	37638	67394	2737667	G_6949_r_5	Butyricicoccus sp. AM42-5AC AM42-5AC.Scaf13, whole genome shotgun sequence	QUIJ01000013.1	False	0	NA	NA	NA	GCA_003480085.1	GCA_003480085.1_ASM348008v1_genomic.fna	Butyricicoccus sp. AM42-5AC (firmicutes)	Butyricicoccus	Butyricicoccus sp. AM42-5AC	Scaffold	SAMN09736557	9736557	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'AM42-5AC'}], 'Sex': '', 'Isolate': ''}	100	Homo sapiens	feces	NA	China: Shenzhen	Not_contaminated
G_50156_0	G_50156	G_50156_0_v0.minimal.single_record.gbk	16826	16826	2113987	G_50156_r_31	Lactobacillus reuteri strain INIA P572 genome assembly, contig: 0031, whole genome shotgun sequence	CABFNG010000031.1	False	0	NA	NA	NA	GCA_901971765.1	GCA_901971765.1_INIA_P572_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMEA5674231	12125449	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'INIA P572'}], 'Sex': '', 'Isolate': 'INIA P572'}	114	Sus scrofa domesticus	pork faeces	 ERS3478232	Spain	Not_contaminated
G_50095_0	G_50095	G_50095_0_v0.minimal.single_record.gbk	17530	17530	2101571	G_50095_r_48	Limosilactobacillus reuteri strain AP5 scaffold141, whole genome shotgun sequence	JAJGWM010000141.1	False	0	NA	NA	NA	GCA_020785975.1	GCA_020785975.1_ASM2078597v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258579	22258579	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'AP5'}], 'Sex': '', 'Isolate': ''}	500	Argus Pheasent	NA	 SRS10629376	USA:Nebraska	Not_contaminated
G_130009_0	G_130009	G_130009_0_v0.minimal.single_record.gbk	8839	8839	2468597	G_130009_r_45	Staphylococcus epidermidis strain SESURV_p0_230 NODE_38_length_8839_cov_451.757_ID_6193, whole genome shotgun sequence	VPNA01000038.1	False	0	NA	NA	NA	GCA_010150515.1	GCA_010150515.1_ASM1015051v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507701	12507701	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_230'}], 'Sex': '', 'Isolate': ''}	118.807	Homo sapiens	L_cheek	 SRS5257582	USA	Not_contaminated
G_50057_0	G_50057	G_50057_0_v0.minimal.single_record.gbk	38587	162725	2162028	G_50057_r_10	Limosilactobacillus reuteri strain PM_Patrick_1_1 scaffold107, whole genome shotgun sequence	JAJGUI010000107.1	False	0	NA	NA	NA	GCA_020784875.1	GCA_020784875.1_ASM2078487v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258635	22258635	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'PM_Patrick_1_1'}], 'Sex': '', 'Isolate': ''}	500	Patas monkey	NA	 SRS10629409	USA:California	Not_contaminated
G_48777_0	G_48777	G_48777_0_v0.complete.single_record.gbk	10650	202365	3006215	G_48777_r_35	Lentilactobacillus kisonensis DSM 19906 = JCM 15041 strain DSM 19906 Scaffold2, whole genome shotgun sequence	AZEB01000002.1	True	2	['[0:53](-)', '[10573:10626](-)']	[53, 53]	['tRNA-Arg']	GCA_001434135.1	GCA_001434135.1_ASM143413v1_genomic.fna	Lentilactobacillus kisonensis DSM 19906 = JCM 15041 (firmicutes)	Lentilactobacillus	Lentilactobacillus kisonensis	Contig	SAMN02369458	2369458	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'DSM 19906'}], 'Sex': '', 'Isolate': ''}	100	NA	non-salted pickle solution used in production of sunki (Japanese traditional fermented leaves and stems of red turnips)	 SRS549058	Japan	Not_contaminated
G_49885_0	G_49885	G_49885_0_v0.minimal.single_record.gbk	24790	24790	1910900	G_49885_r_41	Limosilactobacillus reuteri strain LR CGMCC No.11154 ctg27, whole genome shotgun sequence	QRDF01000028.1	False	0	NA	NA	NA	GCA_003413665.1	GCA_003413665.1_ASM341366v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN09748305	9748305	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'LR CGMCC No.11154'}], 'Sex': '', 'Isolate': ''}	100	piglet	feces	NA	China: Guangzhou	Not_contaminated
G_49885_1	G_49885	G_49885_1_v0.minimal.single_record.gbk	5169	5169	1910900	G_49885_r_93	Limosilactobacillus reuteri strain LR CGMCC No.11154 ctg74, whole genome shotgun sequence	QRDF01000075.1	False	0	NA	NA	NA	GCA_003413665.1	GCA_003413665.1_ASM341366v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN09748305	9748305	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'LR CGMCC No.11154'}], 'Sex': '', 'Isolate': ''}	100	piglet	feces	NA	China: Guangzhou	Not_contaminated
G_48873_0	G_48873	G_48873_0_v0.complete.single_record.gbk	8610	62002	2493412	G_48873_r_54	Lactobacillus parakefiri DNA, scaffold: sequence054, strain: JCM 8573, whole genome shotgun sequence	BDGB01000054.1	True	2	['[0:48](+)', '[8537:8585](+)']	[48, 48]	['tRNA-Arg']	GCA_002157585.1	GCA_002157585.1_ASM215758v1_genomic.fna	Lentilactobacillus parakefiri (firmicutes)	Lentilactobacillus	Lentilactobacillus parakefiri	Scaffold	SAMD00054186	6927774	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'JCM 8573'}], 'Sex': '', 'Isolate': ''}	500	NA	kefir grains	 DRS044624	Japan	Not_contaminated
G_132877_0	G_132877	G_132877_0_v0.minimal.single_record.gbk	8488	8488	2208223	G_132877_r_38	Staphylococcus hominis strain MMP2 contig00038, whole genome shotgun sequence	LNTW01000038.1	False	0	NA	NA	NA	GCA_002026385.1	chrunnamed_1.unlocalized.scaf.fna;unplaced.scaf.fna;chrunnamed_3.unlocalized.scaf.fna;chrunnamed_2.unlocalized.scaf.fna	Staphylococcus hominis (firmicutes)	Staphylococcus	Staphylococcus hominis	Scaffold	SAMN04296816	4296816	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'MMP2'}], 'Sex': '', 'Isolate': ''}	40	NA	Ancient permafrost from Mammoth Mountain	NA	Russia: Mammoth Mountain, Aldan River Valley, Central Yakutia (Eastern Siberia)	Not_contaminated
G_132244_0	G_132244	G_132244_0_v0.minimal.single_record.gbk	8062	8062	2527849	G_132244_r_111	Staphylococcus epidermidis ATCC 12228 S_epidermidis_ATCC_12228_Contig_73, whole genome shotgun sequence	WBME01000073.1	False	0	NA	NA	NA	GCA_008868245.1	GCA_008868245.1_ASM886824v1_genomic.fna	Staphylococcus epidermidis ATCC 12228 (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12822027	12822027	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'ATCC 12228'}], 'Sex': '', 'Isolate': ''}	61	not applicable	not applicable	 SRS5429750	not applicable	Not_contaminated
G_49494_0	G_49494	G_49494_0_v0.minimal.single_record.gbk	11601	11601	1600434	G_49494_r_353	Ligilactobacillus salivarius strain TUCO-L2 Lactobacillus_salivarius_TUCO-L2_contig_49_1, whole genome shotgun sequence	SOPE01000049.1	False	0	NA	NA	NA	GCA_004405135.1	GCA_004405135.1_ASM440513v1_genomic.fna	Ligilactobacillus salivarius (firmicutes)	Ligilactobacillus	Ligilactobacillus salivarius	Contig	SAMN11160677	11160677	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'TUCO-L2'}], 'Sex': '', 'Isolate': ''}	52	Lama glama	NA	NA	Chile:Chillan	Not_contaminated
G_132856_0	G_132856	G_132856_0_v0.minimal.single_record.gbk	8520	8520	2161785	G_132856_r_76	Staphylococcus hominis strain 858_SHAE 3_8520_1679415, whole genome shotgun sequence	JUQI01000002.1	False	0	NA	NA	NA	GCA_001074645.1	GCA_001074645.1_ASM107464v1_genomic.fna	Contaminated	Contaminated	Contaminated	Contig	SAMN03198066	3198066	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '858_SHAE'}], 'Sex': '', 'Isolate': ''}	37	Homo sapiens	missing	 SRS747274	USA: WA	Contaminated
G_132158_0	G_132158	G_132158_0_v0.minimal.single_record.gbk	9105	9105	2618961	G_132158_r_151	Staphylococcus epidermidis NIH05001 HMPREF9973_contig00159, whole genome shotgun sequence	AKHE01000151.1	False	0	NA	NA	NA	GCA_000276105.1	GCA_000276105.1_ASM27610v1_genomic.fna	Staphylococcus epidermidis NIH05001 (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN00993295	993295	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'NIH05001'}], 'Sex': '', 'Isolate': ''}	24	Homo sapiens	blood	 SRS333719	USA	Not_contaminated
G_128724_0	G_128724	G_128724_0_v0.minimal.single_record.gbk	10051	10051	2612561	G_128724_r_16	Staphylococcus epidermidis strain 101_SEPI 143_10051_199959, whole genome shotgun sequence	JWGL01000037.1	False	0	NA	NA	NA	GCA_001068455.1	GCA_001068455.1_ASM106845v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN03196971	3196971	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '101_SEPI'}], 'Sex': '', 'Isolate': ''}	16	Homo sapiens	missing	 SRS746179	USA: WA	Not_contaminated
G_100718_0	G_100718	G_100718_0_v0.minimal.single_record.gbk	63083	162322	3837179	G_100718_r_66	Ruminococcus sp. OM05-10BH OM05-10BH.Scaf8, whole genome shotgun sequence	QULK01000008.1	False	0	NA	NA	NA	GCA_003481655.1	GCA_003481655.1_ASM348165v1_genomic.fna	Ruminococcus sp. OM05-10BH (firmicutes)	Ruminococcus	Ruminococcus sp. OM05-10BH	Scaffold	SAMN09736793	9736793	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'OM05-10BH'}], 'Sex': '', 'Isolate': ''}	100	Homo sapiens	feces	NA	China: Shenzhen	Not_contaminated
G_49860_1	G_49860	G_49860_1_v0.minimal.single_record.gbk	11688	11688	2276963	G_49860_r_126	Limosilactobacillus reuteri strain KLR3005 NODE_58_length_11688_cov_3.62253_ID_12669, whole genome shotgun sequence	MIMU01000126.1	False	0	NA	NA	NA	GCA_002128685.1	GCA_002128685.1_ASM212868v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN05751495	5751495	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'KLR3005'}], 'Sex': '', 'Isolate': ''}	303	pig	feces	NA	South Korea	Not_contaminated
G_49860_0	G_49860	G_49860_0_v0.minimal.single_record.gbk	15909	15909	2276963	G_49860_r_116	Limosilactobacillus reuteri strain KLR3005 NODE_49_length_15909_cov_6.52024_ID_12649, whole genome shotgun sequence	MIMU01000116.1	False	0	NA	NA	NA	GCA_002128685.1	GCA_002128685.1_ASM212868v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN05751495	5751495	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'KLR3005'}], 'Sex': '', 'Isolate': ''}	303	pig	feces	NA	South Korea	Not_contaminated
G_132524_0	G_132524	G_132524_0_v0.minimal.single_record.gbk	8845	8845	2673652	G_132524_r_44	Staphylococcus haemolyticus genome assembly 7067_4#28, scaffold ERS066270.7067_4_28.44, whole genome shotgun sequence	CUCL01000044.1	False	0	NA	NA	NA	GCA_001238305.1	GCA_001238305.1_7067_4_28_genomic.fna	Staphylococcus haemolyticus (firmicutes)	Staphylococcus	Staphylococcus haemolyticus	Contig	SAMEA1035102	788127	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '25-44'}], 'Sex': '', 'Isolate': ''}	90	Homo sapiens	blood	 ERS066270	Norway	Not_contaminated
G_50166_1	G_50166	G_50166_1_v0.minimal.single_record.gbk	13732	13732	2254387	G_50166_r_61	Limosilactobacillus reuteri strain GQ_1_3_1 scaffold153, whole genome shotgun sequence	JAJGWB010000153.1	False	0	NA	NA	NA	GCA_020785795.1	GCA_020785795.1_ASM2078579v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258590	22258590	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'GQ_1_3_1'}], 'Sex': '', 'Isolate': ''}	500	Quail	NA	 SRS10629362	USA:Nebraska	Not_contaminated
G_50166_0	G_50166	G_50166_0_v0.minimal.single_record.gbk	24216	24216	2254387	G_50166_r_148	Limosilactobacillus reuteri strain GQ_1_3_1 scaffold83, whole genome shotgun sequence	JAJGWB010000083.1	False	0	NA	NA	NA	GCA_020785795.1	GCA_020785795.1_ASM2078579v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258590	22258590	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'GQ_1_3_1'}], 'Sex': '', 'Isolate': ''}	500	Quail	NA	 SRS10629362	USA:Nebraska	Not_contaminated
G_129221_0	G_129221	G_129221_0_v0.minimal.single_record.gbk	10364	10364	2918213	G_129221_r_131	Staphylococcus epidermidis strain DE0310 NODE_15_length_10364_cov_165.333851, whole genome shotgun sequence	VEAX01000015.1	False	0	NA	NA	NA	GCA_007674085.1	GCA_007674085.1_ASM767408v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Scaffold	SAMN11792470	11792470	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'DE0310'}], 'Sex': '', 'Isolate': ''}	100	not applicable	environmental	NA	USA: North Carolina, Durham	Not_contaminated
G_50111_0	G_50111	G_50111_0_v0.complete.single_record.gbk	16290	35045	2508041	G_50111_r_282	Limosilactobacillus reuteri strain T1 scaffold352, whole genome shotgun sequence	JAJGVY010000352.1	True	2	['[0:21](-)', '[16210:16231](-)']	[21, 21]	['tRNA-Thr']	GCA_020785675.1	GCA_020785675.1_ASM2078567v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258593	22258593	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'T1'}], 'Sex': '', 'Isolate': ''}	500	turkey	NA	 SRS10629361	USA	Not_contaminated
G_21819_0	G_21819	G_21819_0_v0.minimal.single_record.gbk	63059	2835737	2835737	G_21819_r_1	Clostridium sp. SY8519 DNA, complete genome	AP012212.1	False	0	NA	NA	NA	GCA_000270305.1	GCA_000270305.1_ASM27030v1_genomic.fna	Clostridium sp. SY8519 (firmicutes)	Clostridium	Clostridium sp. SY8519	Complete Genome	SAMD00060994	5831797	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SY8519'}], 'Sex': '', 'Isolate': ''}	9.4	NA	Adult Human Intestine	NA	NA	Not_contaminated
G_49792_0	G_49792	G_49792_0_v0.minimal.single_record.gbk	13168	13168	2248030	G_49792_r_56	Limosilactobacillus reuteri strain An166 An166_contig_54, whole genome shotgun sequence	NFKV01000054.1	False	0	NA	NA	NA	GCA_002160565.1	GCA_002160565.1_ASM216056v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN06473632	6473632	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'An166'}], 'Sex': '', 'Isolate': ''}	388	Gallus gallus	caecum	 SRS2048708	not applicable	Not_contaminated
G_149386_0	G_149386	G_149386_0_v0.minimal.single_record.gbk	8857	8857	2231438	G_149386_r_23	Streptococcus pneumoniae strain GPSC578 genome assembly, contig: ERS215003SCcontig000023, whole genome shotgun sequence	CAALFL010000023.1	False	0	NA	NA	NA	GCA_901217075.1	GCA_901217075.1_9789_2_88_genomic.fna	Contaminated	Contaminated	Contaminated	Scaffold	SAMEA2052022	2300155	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'GPSC578 substr. ST9471'}], 'Sex': '', 'Isolate': ''}	100	Homo sapiens	blood	 ERS215003	Malawi	Contaminated
G_49844_0	G_49844	G_49844_0_v0.minimal.single_record.gbk	13168	13168	2280851	G_49844_r_78	Limosilactobacillus reuteri strain An71 An71_contig_61, whole genome shotgun sequence	NFHN01000061.1	False	0	NA	NA	NA	GCA_002159305.1	GCA_002159305.1_ASM215930v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN06473750	6473750	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'An71'}], 'Sex': '', 'Isolate': ''}	376	Gallus gallus	caecum	 SRS2048594	not applicable	Not_contaminated
G_129819_0	G_129819	G_129819_0_v0.minimal.single_record.gbk	8839	8839	2547015	G_129819_r_51	Staphylococcus epidermidis strain SESURV_p0_419 NODE_40_length_8839_cov_579.226_ID_7223, whole genome shotgun sequence	VPTU01000040.1	False	0	NA	NA	NA	GCA_010147045.1	GCA_010147045.1_ASM1014704v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507877	12507877	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_419'}], 'Sex': '', 'Isolate': ''}	180.46	Homo sapiens	Popliteal_fossa	 SRS5258078	USA	Not_contaminated
G_129058_0	G_129058	G_129058_0_v0.minimal.single_record.gbk	8900	8900	2762813	G_129058_r_41	Staphylococcus epidermidis strain SCH-20 PROKKA_contig000041, whole genome shotgun sequence	PEJJ01000041.1	False	0	NA	NA	NA	GCA_002750185.1	GCA_002750185.1_ASM275018v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Scaffold	SAMN07839773	7839773	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SCH-20'}], 'Sex': '', 'Isolate': ''}	150	Homo sapiens	Neck/Axilla	NA	USA: Los Angeles, CA	Not_contaminated
G_6583_0	G_6583	G_6583_0_v0.minimal.single_record.gbk	61525	61525	3799255	G_6583_r_5	Blautia obeum strain AM22-9LB AM22-9LB.Scaf13, whole genome shotgun sequence	QRHZ01000013.1	False	0	NA	NA	NA	GCA_003471125.1	GCA_003471125.1_ASM347112v1_genomic.fna	Blautia obeum (firmicutes)	Blautia	Blautia obeum	Scaffold	SAMN09734919	9734919	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'AM22-9LB'}], 'Sex': '', 'Isolate': ''}	100	Homo sapiens	feces	NA	China: Shenzhen	Not_contaminated
G_124119_0	G_124119	G_124119_0_v0.minimal.single_record.gbk	8700	8700	2854626	G_124119_r_58	Staphylococcus aureus isolate 190_25351 genome assembly, contig: NODE_7, whole genome shotgun sequence	CAJERE010000058.1	False	0	NA	NA	NA	GCA_903991835.1	GCA_903991835.1_190_25351_genomic.fna	Staphylococcus aureus (firmicutes)	Staphylococcus	Staphylococcus aureus	Scaffold	SAMEA5886125	12656838	{'InfraspeciesList': [], 'Sex': '', 'Isolate': '190_25351'}	137	NA	Nose-Throat-Inguinal	 ERS3674577	Switzerland	Not_contaminated
G_105709_0	G_105709	G_105709_0_v0.minimal.single_record.gbk	26684	26684	3008284	G_105709_p_1	Staphylococcus aureus strain ER01533.3 plasmid unnamed1, complete sequence	CP030674.1	False	0	NA	NA	NA	GCA_008936895.1	GCA_008936895.1_ASM893689v1_genomic.fna	Staphylococcus aureus (firmicutes)	Staphylococcus	Staphylococcus aureus	Complete Genome	SAMN09483953	9483953	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'ER01533.3'}], 'Sex': '', 'Isolate': ''}	248.855	Homo sapiens	blood	 SRS5130234	USA:New York City	Not_contaminated
