protein_ID	InterproScan
G_49991_0_43_Limosilactobacillus_reuteri	DNA/RNA polymerases, DNA/RNA polymerase superfamily, consensus disorder prediction, -, NUCLEAR INTRON MATURASE 1, MITOCHONDRIAL-RELATED, Reverse transcriptase (RT) catalytic domain profile., Reverse transcriptase domain, Reverse transcriptase (RNA-dependent DNA polymerase), RT_G2_intron, NUCLEAR INTRON MATURASE 1, MITOCHONDRIAL
G_49938_1_3_Limosilactobacillus_reuteri	Coil, -
G_49921_0_1_Limosilactobacillus_reuteri	Coil, -
G_49892_0_9_Limosilactobacillus_reuteri	MRR RESTRICTION SYSTEM PROTEIN, -, Mrr N-terminal domain, Restriction system protein Mrr-like N-terminal domain, Restriction endonuclease, Restriction endonuclease type IV,  Mrr, tRNA endonuclease-like domain superfamily, Restriction endonuclease-like, Restriction endonuclease  type II-like
G_49908_0_4_Limosilactobacillus_reuteri	MRR RESTRICTION SYSTEM PROTEIN, -, Mrr N-terminal domain, Restriction system protein Mrr-like N-terminal domain, Restriction endonuclease, Restriction endonuclease type IV,  Mrr, tRNA endonuclease-like domain superfamily, Restriction endonuclease-like, Restriction endonuclease  type II-like
G_100718_0_27_Ruminococcus_sp._OM05-10BH	T_den_put_tspse: conserved hypothetical protein, Recombination-promoting nuclease RpnA
G_99958_0_36_Porcincola_intestinalis	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus, Glycerol-3-phosphate dehydrogenase, NAD-dependent, N-terminal, GLYCEROL-3-PHOSPHATE DEHYDROGENASE, Glycerol-3-phosphate dehydrogenase, NAD-dependent, GLYCEROL-3-PHOSPHATE DEHYDROGENASE [NAD(+)] 2, CHLOROPLASTIC, -, NAD-dependent glycerol-3-phosphate dehydrogenase signature., NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus, Glycerol-3-phosphate dehydrogenase, NAD-dependent, C-terminal, 6-phosphogluconate dehydrogenase C-terminal domain-like, 6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily, NAD-dependent glycerol-3-phosphate dehydrogenase signature, Glycerol-3-P_dh, Glycerol-3-phosphate dehydrogenase [NAD(P)+] [gpsA]., NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, 6-phosphogluconate dehydrogenase, domain 2
G_49977_0_15_Limosilactobacillus_reuteri	-, Arc-type ribbon-helix-helix
G_100718_0_61_Ruminococcus_sp._OM05-10BH	consensus disorder prediction, -, DNA methylase, DNA methylase N-4/N-6, S-adenosyl-L-methionine-dependent methyltransferases, S-adenosyl-L-methionine-dependent methyltransferase, S21 class N4 adenine-specific DNA methyltransferase signature, Restriction/modification DNA-methylase, Vaccinia Virus protein VP39, AdoMet_MTases, N-6 Adenine-specific DNA methylases signature., DNA methylase, N-6 adenine-specific, conserved site, RNA METHYLASE-RELATED, DNA ADENINE METHYLTRANSFERASE YHDJ
G_49877_0_10_Limosilactobacillus_reuteri	Coil, -
G_49661_0_8_Ligilactobacillus_salivarius	Family of unknown function (DUF5388), Protein of unknown function DUF5388
G_6949_0_26_Butyricicoccus_sp._AM42-5AC	Relaxase/Mobilisation nuclease domain, Endonuclease relaxase, MobA/VirD2, Coil, -
G_49991_0_25_Limosilactobacillus_reuteri	TRANSPOSASE, -, Ribonuclease H-like, Ribonuclease H-like superfamily, Integrase catalytic domain profile., Integrase, catalytic core, Ribonuclease H superfamily
G_169491_0_4_Trichococcus_ilyis	Ribosomal protein L4/L1 family, Ribosomal protein L4/L1e, Ribosomal protein L4, Ribosomal protein L4 domain superfamily, rplD_bact: 50S ribosomal protein uL4, 50S ribosomal protein uL4, 50S ribosomal protein L4 [rplD]., 39S RIBOSOMAL PROTEIN L4, MITOCHONDRIAL, -, 50S RIBOSOMAL PROTEIN L4, consensus disorder prediction
G_169371_0_56_Trichococcus_ilyis	Ribosomal protein L4/L1 family, Ribosomal protein L4/L1e, Ribosomal protein L4, Ribosomal protein L4 domain superfamily, rplD_bact: 50S ribosomal protein uL4, 50S ribosomal protein uL4, 50S ribosomal protein L4 [rplD]., 39S RIBOSOMAL PROTEIN L4, MITOCHONDRIAL, -, 50S RIBOSOMAL PROTEIN L4, consensus disorder prediction
G_49794_2_23_Limosilactobacillus_reuteri	MFS general substrate transporter, MFS transporter superfamily, SHIKIMATE TRANSPORTER, -, INNER MEMBRANE METABOLITE TRANSPORT PROTEIN YHJE, MFS general substrate transporter like domains, Major facilitator superfamily (MFS) profile., Major facilitator superfamily domain, MFS_ShiA_like, Sugar (and other) transporter, Major facilitator,  sugar transporter-like, Sugar transport proteins signature 1., Sugar transporter, conserved site
G_6583_0_21_Blautia_obeum	TIGR02687: TIGR02687 family protein, Alkaline phosphatase-like protein PglZ, Alkaline phosphatase-like, Alkaline-phosphatase-like, core domain superfamily, PglZ domain
G_50019_0_11_Limosilactobacillus_reuteri	resolvase_6, Resolvase, N-terminal catalytic domain, Resolvase, N terminal domain, SERINE RECOMBINASE PINE-RELATED, -, Coil, Site-specific recombinases active site., Recombinase, conserved site, Resolvase/invertase-type recombinase catalytic domain profile., DNA-INVERTASE FROM LAMBDOID PROPHAGE, Resolvase-like, Resolvase-like, N-terminal catalytic domain superfamily, Helix-turn-helix domain of resolvase, Resolvase, HTH domain, SR_ResInv, consensus disorder prediction
G_99958_0_22_Porcincola_intestinalis	-, N6 adenine-specific DNA methyltransferase, N-terminal domain superfamily, N-6 DNA Methylase, DNA methylase, adenine-specific, Coil, SLR6095 PROTEIN, AdoMet_MTases, HsdM N-terminal domain, N6 adenine-specific DNA methyltransferase, N-terminal domain, N-6 Adenine-specific DNA methylases signature., DNA methylase, N-6 adenine-specific, conserved site, TYPE I RESTRICTION ENZYME ECOKI M PROTEIN, N12 class N6 adenine-specific DNA methyltransferase signature, S-adenosyl-L-methionine-dependent methyltransferases, S-adenosyl-L-methionine-dependent methyltransferase, Vaccinia Virus protein VP39
G_100623_0_22_Ruminococcus_sp._AF31-16BH	PHOSPHATE TRANSPORT SYSTEM PERMEASE PROTEIN PSTA, -, MetI-like superfamily, ABC transporter integral membrane type-1 domain profile., ABC transporter type 1, transmembrane domain MetI-like, TM_PBP2, Binding-protein-dependent transport system inner membrane component, PHOSPHATE TRANSPORT SYSTEM PERMEASE PROTEIN PSTA-RELATED, MetI-like
G_49852_0_6_Limosilactobacillus_reuteri	NAD(P)H-binding, NAD(P)-binding domain, -, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, QUINONE OXIDOREDUCTASE 2
G_49844_0_10_Limosilactobacillus_reuteri	Resolvase-like, Resolvase-like, N-terminal catalytic domain superfamily, consensus disorder prediction, -, Resolvase, N terminal domain, Resolvase, N-terminal catalytic domain
G_49930_0_17_Limosilactobacillus_reuteri	Resolvase-like, Resolvase-like, N-terminal catalytic domain superfamily, consensus disorder prediction, -, Resolvase, N terminal domain, Resolvase, N-terminal catalytic domain
G_48191_0_6_Lactobacillus_sp._UMNPBX10	Resolvase-like, Resolvase-like, N-terminal catalytic domain superfamily, consensus disorder prediction, -, Resolvase, N terminal domain, Resolvase, N-terminal catalytic domain
G_49792_0_10_Limosilactobacillus_reuteri	Resolvase-like, Resolvase-like, N-terminal catalytic domain superfamily, consensus disorder prediction, -, Resolvase, N terminal domain, Resolvase, N-terminal catalytic domain
G_49671_1_7_Limosilactobacillus_coleohominis	Resolvase-like, Resolvase-like, N-terminal catalytic domain superfamily, consensus disorder prediction, -, Resolvase, N terminal domain, Resolvase, N-terminal catalytic domain
G_49909_0_1_Limosilactobacillus_reuteri	-, Ribonuclease H superfamily, Integrase catalytic domain profile., Integrase, catalytic core, TRANSPOSASE, Ribonuclease H-like, Ribonuclease H-like superfamily
G_49956_0_1_Limosilactobacillus_reuteri	-, Ribonuclease H superfamily, Integrase catalytic domain profile., Integrase, catalytic core, TRANSPOSASE, Ribonuclease H-like, Ribonuclease H-like superfamily
G_45356_0_6_Hespellia_stercorisuis	INTEGRAL MEMBRANE PROTEIN-RELATED, -, Type II secretion system (T2SS), protein F, Type II secretion system protein GspF domain
G_45356_0_10_Hespellia_stercorisuis	Cro/C1-type HTH domain profile., Cro/C1-type helix-turn-helix domain, Helix-turn-helix, -, Lambda repressor-like, DNA-binding domain superfamily, lambda repressor-like DNA-binding domains, HTH_XRE
G_100623_0_53_Ruminococcus_sp._AF31-16BH	Cysteine proteinases, -
G_49975_0_5_Limosilactobacillus_reuteri	SERINE RECOMBINASE PINE-RELATED, -, Resolvase-like, Resolvase-like, N-terminal catalytic domain superfamily, Coil, Resolvase, N terminal domain, Resolvase, N-terminal catalytic domain, Site-specific recombinases active site., Recombinase, conserved site, DNA-INVERTASE FROM LAMBDOID PROPHAGE, Resolvase/invertase-type recombinase catalytic domain profile., Helix-turn-helix domain of resolvase, Resolvase, HTH domain, consensus disorder prediction, SR_ResInv, resolvase_6
G_50030_0_5_Limosilactobacillus_reuteri	SERINE RECOMBINASE PINE-RELATED, -, Resolvase-like, Resolvase-like, N-terminal catalytic domain superfamily, Coil, Resolvase, N terminal domain, Resolvase, N-terminal catalytic domain, Site-specific recombinases active site., Recombinase, conserved site, DNA-INVERTASE FROM LAMBDOID PROPHAGE, Resolvase/invertase-type recombinase catalytic domain profile., Helix-turn-helix domain of resolvase, Resolvase, HTH domain, consensus disorder prediction, SR_ResInv, resolvase_6
G_50052_0_13_Limosilactobacillus_reuteri	SERINE RECOMBINASE PINE-RELATED, -, Resolvase-like, Resolvase-like, N-terminal catalytic domain superfamily, Coil, Resolvase, N terminal domain, Resolvase, N-terminal catalytic domain, Site-specific recombinases active site., Recombinase, conserved site, DNA-INVERTASE FROM LAMBDOID PROPHAGE, Resolvase/invertase-type recombinase catalytic domain profile., Helix-turn-helix domain of resolvase, Resolvase, HTH domain, consensus disorder prediction, SR_ResInv, resolvase_6
G_132206_0_9_Staphylococcus_epidermidis	Coil, -
G_136534_0_3_Staphylococcus_warneri	Coil, -
G_136514_0_5_Staphylococcus_warneri	Coil, -
G_136526_0_5_Staphylococcus_warneri	Coil, -
G_49593_1_30_Limosilactobacillus_coleohominis	-, sigma70-ECF: RNA polymerase sigma factor, sigma-70 family, RNA polymerase sigma-70 like domain, Sigma2 domain of RNA polymerase sigma factors, RNA polymerase sigma factor, region 2
G_49584_0_34_Limosilactobacillus_agrestis	Hg-II_reductase_MerA, Pyridine nucleotide-disulphide oxidoreductase, class I, Pyridine nucleotide disulphide reductase class-I signature, -, FAD/NAD(P)-binding domain superfamily, FAD/NAD(P)-binding domain, Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain, MERCURIC REDUCTASE, FAD/NAD-linked reductases, dimerisation (C-terminal) domain, FAD/NAD-linked reductase, dimerisation domain superfamily, Pyridine nucleotide-disulphide oxidoreductase, FAD-dependent pyridine nucleotide reductase signature
G_50166_0_18_Limosilactobacillus_reuteri	Carboxyltransferase domain, subdomain A and B, urea_amlyse_rel: biotin-dependent carboxylase uncharacterized domain, ahs2, Coil, -, Cyclophilin-like domain superfamily, 5-OXOPROLINASE SUBUNIT C, Cyclophilin-like
G_50089_0_5_Limosilactobacillus_reuteri	Carboxyltransferase domain, subdomain A and B, urea_amlyse_rel: biotin-dependent carboxylase uncharacterized domain, ahs2, Coil, -, Cyclophilin-like domain superfamily, 5-OXOPROLINASE SUBUNIT C, Cyclophilin-like
G_49930_0_24_Limosilactobacillus_reuteri	Multicopper oxidases signature 1., Multicopper oxidases, conserved site, -, Cupredoxin, Cupredoxins, Multicopper oxidase, Multicopper oxidase, C-terminal, MULTI-COPPER OXIDASE, Multicopper oxidase, N-termianl, Multicopper oxidases signature 2., Multicopper oxidase, copper-binding site, MULTICOPPER OXIDASE LPR2, CuRO_2_CueO_FtsP
G_49671_0_20_Limosilactobacillus_coleohominis	ATP-binding cassette, ABC transporter-type domain profile., ABC transporter-like, ATP-binding domain, sufC: FeS assembly ATPase SufC, FeS cluster assembly SUF system, ATPase SufC, ABC transporter, -, P-loop containing nucleoside triphosphate hydrolase, ABC_FeS_Assembly, P-loop containing nucleoside triphosphate hydrolases, ABC TRANSPORTER I FAMILY MEMBER 6, CHLOROPLASTIC, ABC transporters family signature., ABC transporter-like, conserved site, AAA_5, AAA+ ATPase domain
G_49852_0_47_Limosilactobacillus_reuteri	consensus disorder prediction, -, Coil
G_49991_0_44_Limosilactobacillus_reuteri	consensus disorder prediction, -, Coil
G_169371_0_49_Trichococcus_ilyis	Ribosomal_L29_HIP, -, Coil, Ribosomal protein L29 signature., Ribosomal protein L29, conserved site, 60S RIBOSOMAL PROTEIN L35/50S RIBOSOMAL PROTEIN L29, 50S RIBOSOMAL PROTEIN L29, CHLOROPLASTIC, Ribosomal protein L29 (L29p), Ribosomal protein L29/L35 superfamily, 50S ribosomal protein L29 [rpmC]., Ribosomal protein L29/L35, L29: ribosomal protein uL29, Ribosomal L29 protein
G_169491_0_11_Trichococcus_ilyis	Ribosomal_L29_HIP, -, Coil, Ribosomal protein L29 signature., Ribosomal protein L29, conserved site, 60S RIBOSOMAL PROTEIN L35/50S RIBOSOMAL PROTEIN L29, 50S RIBOSOMAL PROTEIN L29, CHLOROPLASTIC, Ribosomal protein L29 (L29p), Ribosomal protein L29/L35 superfamily, 50S ribosomal protein L29 [rpmC]., Ribosomal protein L29/L35, L29: ribosomal protein uL29, Ribosomal L29 protein
G_49852_1_1_Limosilactobacillus_reuteri	TRANSPOSASE RV3428C-RELATED, -, Ribonuclease H superfamily, Integrase catalytic domain profile., Integrase, catalytic core, Coil, Ribonuclease H-like, Ribonuclease H-like superfamily
G_136322_1_19_Staphylococcus_sp._HMSC077D08	Coil, -, consensus disorder prediction, Protein of unknown function, DUF536, Domain of unknown function DUF536, MerR-type HTH domain profile., MerR-type HTH domain
G_131542_1_2_Staphylococcus_epidermidis	Coil, -, consensus disorder prediction, Protein of unknown function, DUF536, Domain of unknown function DUF536, MerR-type HTH domain profile., MerR-type HTH domain
G_131974_0_2_Staphylococcus_epidermidis	Coil, -, consensus disorder prediction, Protein of unknown function, DUF536, Domain of unknown function DUF536, MerR-type HTH domain profile., MerR-type HTH domain
G_100718_0_20_Ruminococcus_sp._OM05-10BH	Type III restriction enzyme, res subunit, Helicase/UvrB, N-terminal, DEXHc_RE_I_III_res, -, P-loop containing nucleoside triphosphate hydrolases, P-loop containing nucleoside triphosphate hydrolase, Coil, consensus disorder prediction, Type I restriction enzyme R protein N terminus (HSDR_N), Type I restriction enzyme R protein, N-terminal domain, Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile., Helicase superfamily 1/2, ATP-binding domain, ultradead3, EcoEI R protein C-terminal, EcoEI R protein C-terminal domain, TYPE I RESTRICTION ENZYME ECOKI R PROTEIN
G_50090_0_30_Limosilactobacillus_reuteri	-, CarD-like, CarD-like/TRCF domain superfamily, Superfamilies 1 and 2 helicase C-terminal domain profile., Helicase, C-terminal, TRCF-like, C-terminal D7 domai, CarD-like/TRCF domain, P-loop containing nucleoside triphosphate hydrolases, P-loop containing nucleoside triphosphate hydrolase, DEAD/DEAH box helicase, DEAD/DEAH box helicase domain, TRANSCRIPTION-REPAIR-COUPLING FACTOR, CarD_TRCF_2, ultradead3, Helicase superfamily 1/2, ATP-binding domain, helicmild6, TRCF domain, Transcription-repair-coupling factor, C-terminal domain, UvrB interaction domain, UvrB, interaction domain, Transcription-repair-coupling factor [mfd]., Transcription-repair coupling factor, DEXHc_TRCF, TRCF_a_2_a, mfd: transcription-repair coupling factor, TRCF domain-like, Helicase conserved C-terminal domain, Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile., FANCONI ANEMIA GROUP M FANCM FAMILY MEMBER
G_49794_2_8_Limosilactobacillus_reuteri	SPHINGOSINE-1-PHOSPHATE PHOSPHOHYDROLASE, -, AT30094P, Phosphatidic acid phosphatase type 2/haloperoxidase, PAP2 superfamily, Acid phosphatase/Vanadium-dependent haloperoxidase, Phosphatidic acid phosphatase type 2/haloperoxidase superfamily, acid_phosph_2, PAP2_like
G_100627_0_5_Ruminococcus_sp._AF21-3	-, Metallo-dependent phosphatase-like, COMPONENT OF ATP-DEPENDENT DSDNA EXONUCLEASE, Metallo-dependent phosphatases, Calcineurin-like phosphoesterase, Calcineurin-like phosphoesterase domain, ApaH type, MPP_Mre11_N, Mre11 nuclease, N-terminal metallophosphatase domain
G_100380_0_26_Roseburia_inulinivorans	FdhE-like, FdhE-like superfamily
G_130009_0_1_Staphylococcus_epidermidis	-, Resolvase-like, N-terminal catalytic domain superfamily, Resolvase/invertase-type recombinase catalytic domain profile., Resolvase, N-terminal catalytic domain, Resolvase-like
G_100623_0_41_Ruminococcus_sp._AF31-16BH	FHA domain, Forkhead-associated (FHA) domain, FHA DOMAIN CONTAINING PROTEIN, EXPRESSED, -, Domain of unknown function (DUF6382), Protein of unknown function DUF6382, FHA, consensus disorder prediction, SMAD/FHA domain, SMAD/FHA domain superfamily, FHA_2, NUCLEAR INHIBITOR OF PROTEIN PHOSPHATASE-1, Forkhead-associated (FHA) domain profile.
G_49938_1_8_Limosilactobacillus_reuteri	Coil, -
G_49893_0_24_Limosilactobacillus_reuteri	Coil, -
G_49794_1_6_Limosilactobacillus_reuteri	Coil, -
G_100380_0_9_Roseburia_inulinivorans	Coil, -
G_49593_1_31_Limosilactobacillus_coleohominis	50S ribosomal protein L33 [rpmG]., Ribosomal protein L33, 50S RIBOSOMAL PROTEIN L33 2, -, 50S RIBOSOMAL PROTEIN L33, CHLOROPLASTIC, Ribosomal protein L33 superfamily, Zn-binding ribosomal proteins, Zinc-binding ribosomal protein, rpmG_bact: ribosomal protein bL33
G_49796_0_11_Limosilactobacillus_reuteri	Bacterial sensor protein C-terminal signature, Signal transduction histidine kinase-related protein, C-terminal, ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase, Histidine kinase/HSP90-like ATPase superfamily, HAMP_11, HAMP domain, Homodimeric domain of signal transducing histidine kinase, Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily, HATPase, -, His Kinase A (phospho-acceptor) domain, Signal transduction histidine kinase, dimerisation/phosphoacceptor domain, HisKA_10, Coil, HKATPase_4, Histidine kinase/HSP90-like ATPase, Histidine kinase domain profile., Histidine kinase domain, SENSOR PROTEIN SRRB, HAMP, HisKA, TWO-COMPONENT HISTIDINE KINASE, Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase, HAMP domain-like, HAMP domain profile.
