query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
G_128794_0_1_Staphylococcus_epidermidis	279808.SH1947	1.55e-175	490.0	COG0623@1|root,COG0623@2|Bacteria,1TPVD@1239|Firmicutes,4H9YN@91061|Bacilli,4GXNK@90964|Staphylococcaceae	91061|Bacilli	I	Enoyl- acyl-carrier-protein reductase	fabI	GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006950,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0022607,GO:0030497,GO:0032787,GO:0033554,GO:0036094,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055114,GO:0065003,GO:0070417,GO:0071704,GO:0071840,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576	1.3.1.10,1.3.1.9	ko:K00208	ko00061,ko00333,ko00780,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01100,map01130,map01212	M00083,M00572	R01404,R04429,R04430,R04724,R04725,R04955,R04956,R04958,R04959,R04961,R04962,R04966,R04967,R04969,R04970,R07765,R10118,R10122,R11671	RC00052,RC00076,RC00120	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
G_128794_0_8_Staphylococcus_epidermidis	1231377.C426_2015	7.19e-41	145.0	COG1961@1|root,COG1961@2|Bacteria,1UYJG@1239|Firmicutes,4HFDN@91061|Bacilli,1YCQ6@1357|Lactococcus	91061|Bacilli	L	Resolvase, N terminal domain	tnpR	-	-	-	-	-	-	-	-	-	-	-	HTH_23,HTH_7,Resolvase
G_128794_0_10_Staphylococcus_epidermidis	1194526.A284_10600	0.0	1092.0	COG3666@1|root,COG3666@2|Bacteria,1TQQ9@1239|Firmicutes,4H9KK@91061|Bacilli,4GY76@90964|Staphylococcaceae	91061|Bacilli	L	COG3666 Transposase and inactivated derivatives	-	-	-	ko:K07487	-	-	-	-	ko00000	-	-	-	DDE_Tnp_1,DDE_Tnp_1_6,DUF772
G_49794_2_1_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5023	8.97e-111	335.0	COG2217@1|root,COG2217@2|Bacteria,1TQ07@1239|Firmicutes,4H9SP@91061|Bacilli,3F4JI@33958|Lactobacillaceae	91061|Bacilli	P	P-type ATPase	cadA	-	-	-	-	-	-	-	-	-	-	-	E1-E2_ATPase,Hydrolase
G_49794_2_2_Limosilactobacillus_reuteri	557436.Lreu_0181	2.82e-280	766.0	COG1015@1|root,COG1015@2|Bacteria,1TP70@1239|Firmicutes,4H9RU@91061|Bacilli,3F5Y0@33958|Lactobacillaceae	91061|Bacilli	G	Metalloenzyme superfamily	-	-	5.4.2.7	ko:K01839	ko00030,ko00230,map00030,map00230	-	R01057,R02749	RC00408	ko00000,ko00001,ko01000	-	-	-	Metalloenzyme
G_49794_2_3_Limosilactobacillus_reuteri	557436.Lreu_0178	2.45e-154	434.0	2A0WK@1|root,30P1Q@2|Bacteria,1TX8X@1239|Firmicutes,4I65V@91061|Bacilli,3F6QW@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_49794_2_4_Limosilactobacillus_reuteri	557436.Lreu_0177	1.85e-69	209.0	COG4095@1|root,COG4095@2|Bacteria,1VBI9@1239|Firmicutes,4HMY5@91061|Bacilli,3F7IR@33958|Lactobacillaceae	91061|Bacilli	S	Sugar efflux transporter for intercellular exchange	-	-	-	-	-	-	-	-	-	-	-	-	MtN3_slv
G_49794_2_5_Limosilactobacillus_reuteri	557436.Lreu_0176	1.28e-311	850.0	COG1249@1|root,COG1249@2|Bacteria,1TP1W@1239|Firmicutes,4HBZF@91061|Bacilli,3FC6T@33958|Lactobacillaceae	91061|Bacilli	C	Pyridine nucleotide-disulfide oxidoreductase	-	-	1.8.1.7	ko:K00383,ko:K21739	ko00480,ko04918,map00480,map04918	-	R00094,R00115	RC00011	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2,Pyr_redox_dim
G_49794_2_7_Limosilactobacillus_reuteri	557436.Lreu_0174	0.0	1823.0	COG1061@1|root,COG3886@1|root,COG1061@2|Bacteria,COG3886@2|Bacteria,1TQ62@1239|Firmicutes,4HAJ1@91061|Bacilli,3F3YQ@33958|Lactobacillaceae	91061|Bacilli	L	Helicase C-terminal domain protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF3427,Helicase_C,PLDc_2,ResIII
G_49794_2_8_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5016	5.97e-106	306.0	COG0671@1|root,COG0671@2|Bacteria,1VB2R@1239|Firmicutes,4HM3J@91061|Bacilli,3F7AV@33958|Lactobacillaceae	91061|Bacilli	I	PAP2 superfamily	-	-	3.6.1.27	ko:K19302	ko00550,map00550	-	R05627	RC00002	ko00000,ko00001,ko01000,ko01011	-	-	-	PAP2
G_49794_2_9_Limosilactobacillus_reuteri	557436.Lreu_0172	7.7e-227	625.0	COG4989@1|root,COG4989@2|Bacteria,1TQ12@1239|Firmicutes,4HA57@91061|Bacilli,3F4U1@33958|Lactobacillaceae	91061|Bacilli	S	Aldo keto reductase	ydhF	-	-	-	-	-	-	-	-	-	-	-	Aldo_ket_red
G_49794_2_10_Limosilactobacillus_reuteri	334390.LAF_1777	0.0	1449.0	COG3345@1|root,COG3345@2|Bacteria,1TQF4@1239|Firmicutes,4HA5R@91061|Bacilli,3F3RU@33958|Lactobacillaceae	91061|Bacilli	G	alpha-galactosidase	galA	-	3.2.1.22	ko:K07407	ko00052,ko00561,ko00600,ko00603,map00052,map00561,map00600,map00603	-	R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R06091	RC00049,RC00059,RC00451	ko00000,ko00001,ko01000	-	-	-	Glyco_hydro_36C,Glyco_hydro_36N,Melibiase
G_49794_2_11_Limosilactobacillus_reuteri	908339.HMPREF9265_1750	1.53e-110	322.0	COG2364@1|root,COG2364@2|Bacteria,1V7I4@1239|Firmicutes,4HJ3U@91061|Bacilli,3F59G@33958|Lactobacillaceae	91061|Bacilli	S	Membrane	-	-	-	-	-	-	-	-	-	-	-	-	-
G_49794_2_12_Limosilactobacillus_reuteri	334390.LAF_1776	9.23e-185	515.0	COG2207@1|root,COG2207@2|Bacteria,1V0Z0@1239|Firmicutes,4ISD2@91061|Bacilli,3F53H@33958|Lactobacillaceae	91061|Bacilli	K	helix_turn_helix, arabinose operon control protein	-	-	-	-	-	-	-	-	-	-	-	-	AraC_binding,HTH_18,HTH_AraC
G_49794_2_13_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5014	8.69e-182	506.0	COG0149@1|root,COG0149@2|Bacteria,1TP2F@1239|Firmicutes,4HAPT@91061|Bacilli,3F494@33958|Lactobacillaceae	91061|Bacilli	G	Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)	tpiA	GO:0003674,GO:0003824,GO:0004807,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006066,GO:0006071,GO:0006081,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016860,GO:0016861,GO:0017144,GO:0018130,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019400,GO:0019405,GO:0019438,GO:0019439,GO:0019563,GO:0019637,GO:0019682,GO:0019693,GO:0019751,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044262,GO:0044270,GO:0044271,GO:0044275,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046164,GO:0046166,GO:0046174,GO:0046184,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1901615,GO:1901616	5.3.1.1	ko:K01803	ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003	R01015	RC00423	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	TIM
G_49794_2_14_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5013	1.26e-82	245.0	COG3223@1|root,COG3223@2|Bacteria,1VCG5@1239|Firmicutes,4HKQN@91061|Bacilli,3FBQN@33958|Lactobacillaceae	91061|Bacilli	S	Phosphate-starvation-inducible E	psiE	-	-	ko:K13256	-	-	-	-	ko00000	-	-	-	PsiE
G_49794_2_15_Limosilactobacillus_reuteri	557436.Lreu_0169	2.31e-128	364.0	COG3545@1|root,COG3545@2|Bacteria,1V6R4@1239|Firmicutes,4HVF4@91061|Bacilli,3FBQF@33958|Lactobacillaceae	91061|Bacilli	S	Serine hydrolase	-	-	-	ko:K07002	-	-	-	-	ko00000	-	-	-	Ser_hydrolase
G_49794_2_17_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5010	1.62e-231	639.0	COG0053@1|root,COG0053@2|Bacteria,1TSGY@1239|Firmicutes,4H9WP@91061|Bacilli	91061|Bacilli	P	Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family	yeaB	-	-	-	-	-	-	-	-	-	-	-	Cation_efflux,ZT_dimer
G_49794_2_18_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5007	0.0	882.0	COG1757@1|root,COG1757@2|Bacteria,1TQ3B@1239|Firmicutes,4HA18@91061|Bacilli,3F3VX@33958|Lactobacillaceae	91061|Bacilli	C	Na H antiporter NhaC	nhaC	-	-	ko:K03315	-	-	-	-	ko00000,ko02000	2.A.35	-	-	Na_H_antiporter
G_49794_2_19_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5006	4.32e-48	153.0	COG4892@1|root,COG4892@2|Bacteria	2|Bacteria	S	Cytochrome b5-like Heme/Steroid binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Cyt-b5
G_49794_2_20_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5005	9.4e-148	416.0	COG2910@1|root,COG2910@2|Bacteria,1TZ3T@1239|Firmicutes,4HVUN@91061|Bacilli,3F5K7@33958|Lactobacillaceae	91061|Bacilli	S	NAD(P)H-binding	-	-	-	ko:K07118	-	-	-	-	ko00000	-	-	-	NAD_binding_10
G_49794_2_21_Limosilactobacillus_reuteri	557436.Lreu_0163	1.3e-48	154.0	2BV51@1|root,32QIB@2|Bacteria,1U6PW@1239|Firmicutes,4IGGV@91061|Bacilli,3F89X@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_49794_2_22_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5003	1.12e-163	459.0	COG1028@1|root,COG1028@2|Bacteria,1TPHT@1239|Firmicutes,4HVYE@91061|Bacilli,3FC9Q@33958|Lactobacillaceae	91061|Bacilli	IQ	dehydrogenase reductase	-	-	-	-	-	-	-	-	-	-	-	-	adh_short_C2
G_49794_2_23_Limosilactobacillus_reuteri	557436.Lreu_0161	1.94e-305	834.0	COG0477@1|root,COG0477@2|Bacteria,1TQIJ@1239|Firmicutes,4HAM0@91061|Bacilli,3FCBR@33958|Lactobacillaceae	91061|Bacilli	EGP	MFS transporter, metabolite H symporter (MHS) family protein	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1,Sugar_tr
G_49794_2_24_Limosilactobacillus_reuteri	748671.LCRIS_00926	1.6e-19	85.5	COG3344@1|root,COG3344@2|Bacteria,1TP9A@1239|Firmicutes,4H9NW@91061|Bacilli,3F4TJ@33958|Lactobacillaceae	91061|Bacilli	L	PFAM RNA-directed DNA polymerase (Reverse transcriptase)	-	-	2.7.7.49	ko:K00986	-	-	-	-	ko00000,ko01000	-	-	-	GIIM,RVT_1
G_49794_2_25_Limosilactobacillus_reuteri	883113.HMPREF9708_01527	3.74e-33	131.0	COG1196@1|root,COG1196@2|Bacteria,1VCJ3@1239|Firmicutes,4HWB8@91061|Bacilli	91061|Bacilli	D	Rib/alpha-like repeat	-	-	-	-	-	-	-	-	-	-	-	-	Gram_pos_anchor,Rib
G_49794_2_28_Limosilactobacillus_reuteri	575594.ACOH01000017_gene1539	6.66e-161	465.0	COG0582@1|root,COG0582@2|Bacteria,1U59Y@1239|Firmicutes,4IF1G@91061|Bacilli,3F5BK@33958|Lactobacillaceae	91061|Bacilli	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_int_SAM_5,Phage_integrase
G_49794_2_29_Limosilactobacillus_reuteri	575594.ACOH01000017_gene1538	3.76e-28	102.0	29PP2@1|root,30ARK@2|Bacteria,1U70T@1239|Firmicutes,4IGV4@91061|Bacilli,3F8TQ@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_50090_0_1_Limosilactobacillus_reuteri	557436.Lreu_0272	4.08e-107	310.0	2C5T7@1|root,2ZU21@2|Bacteria,1V414@1239|Firmicutes,4HHIP@91061|Bacilli,3F6JK@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_50090_0_2_Limosilactobacillus_reuteri	891391.LAC30SC_01360	2.92e-249	690.0	COG0582@1|root,COG0582@2|Bacteria,1TTJI@1239|Firmicutes,4HDG6@91061|Bacilli,3F4IB@33958|Lactobacillaceae	91061|Bacilli	L	Belongs to the 'phage' integrase family	int7	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_4,Phage_int_SAM_3,Phage_integrase
G_50090_0_3_Limosilactobacillus_reuteri	891391.LAC30SC_01355	1.89e-28	103.0	2E38H@1|root,32Y87@2|Bacteria,1VIF1@1239|Firmicutes	1239|Firmicutes	S	DNA binding domain, excisionase family	-	-	-	-	-	-	-	-	-	-	-	-	Tn916-Xis
G_50090_0_7_Limosilactobacillus_reuteri	405566.lhv_2015	1.38e-75	234.0	COG1961@1|root,COG1961@2|Bacteria,1UY4S@1239|Firmicutes,4HD5D@91061|Bacilli,3FBF8@33958|Lactobacillaceae	91061|Bacilli	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
G_50090_0_11_Limosilactobacillus_reuteri	557436.Lreu_1842	8.31e-132	391.0	COG1686@1|root,COG1686@2|Bacteria,1TQN0@1239|Firmicutes,4HBD4@91061|Bacilli,3F43S@33958|Lactobacillaceae	91061|Bacilli	M	Belongs to the peptidase S11 family	dacA	GO:0003674,GO:0003824,GO:0004175,GO:0004180,GO:0004185,GO:0005575,GO:0005618,GO:0005623,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0009002,GO:0016787,GO:0017171,GO:0019538,GO:0030312,GO:0043170,GO:0044238,GO:0044464,GO:0070008,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564	3.4.16.4	ko:K01286,ko:K07258	ko00550,ko01100,map00550,map01100	-	-	-	ko00000,ko00001,ko01000,ko01002,ko01011	-	-	-	PBP5_C,Peptidase_S11
G_50090_0_12_Limosilactobacillus_reuteri	525309.HMPREF0494_0290	9.47e-53	173.0	29PIV@1|root,30AH0@2|Bacteria,1U6NC@1239|Firmicutes,4IGFC@91061|Bacilli,3F86U@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_50090_0_13_Limosilactobacillus_reuteri	525309.HMPREF0494_0291	1.93e-14	68.2	29QC9@1|root,30BBI@2|Bacteria,1U7V6@1239|Firmicutes,4IHSK@91061|Bacilli,3FA7U@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_50090_0_14_Limosilactobacillus_reuteri	908339.HMPREF9265_1462	6.1e-119	344.0	COG1376@1|root,COG1376@2|Bacteria,1V4KP@1239|Firmicutes,4HIBF@91061|Bacilli,3F6PH@33958|Lactobacillaceae	91061|Bacilli	M	ErfK YbiS YcfS YnhG	-	-	-	-	-	-	-	-	-	-	-	-	Rib,YkuD
G_50090_0_15_Limosilactobacillus_reuteri	908339.HMPREF9265_1461	1.68e-30	109.0	29PVZ@1|root,30AU9@2|Bacteria,1U743@1239|Firmicutes,4IGYP@91061|Bacilli,3F8Y2@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_50090_0_16_Limosilactobacillus_reuteri	557436.Lreu_0040	3.96e-203	577.0	COG1376@1|root,COG1376@2|Bacteria,1TQMA@1239|Firmicutes,4HDTN@91061|Bacilli,3F3QW@33958|Lactobacillaceae	91061|Bacilli	S	Putative peptidoglycan binding domain	-	-	-	-	-	-	-	-	-	-	-	-	PG_binding_4,YkuD
G_50090_0_17_Limosilactobacillus_reuteri	748671.LCRIS_00248	7.7e-59	183.0	COG1733@1|root,COG1733@2|Bacteria,1VA9M@1239|Firmicutes,4HH0A@91061|Bacilli,3F7S1@33958|Lactobacillaceae	91061|Bacilli	K	Transcriptional regulator, HxlR family	ydeP	-	-	-	-	-	-	-	-	-	-	-	HxlR
G_50090_0_18_Limosilactobacillus_reuteri	525309.HMPREF0494_0070	3.68e-204	569.0	COG0604@1|root,COG0604@2|Bacteria,1TRNC@1239|Firmicutes,4HATC@91061|Bacilli,3F48F@33958|Lactobacillaceae	91061|Bacilli	C	Belongs to the zinc-containing alcohol dehydrogenase family. Quinone oxidoreductase subfamily	qor	-	1.1.1.1,1.6.5.5	ko:K00001,ko:K00344	ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220	-	R00623,R00754,R02124,R04805,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310	RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273	ko00000,ko00001,ko01000	-	-	-	ADH_N,ADH_zinc_N,ADH_zinc_N_2
G_50090_0_21_Limosilactobacillus_reuteri	557436.Lreu_0271	0.0	995.0	COG1190@1|root,COG1190@2|Bacteria,1TP2P@1239|Firmicutes,4H9X4@91061|Bacilli,3F439@33958|Lactobacillaceae	91061|Bacilli	J	Belongs to the class-II aminoacyl-tRNA synthetase family	lysS	-	6.1.1.6	ko:K04567	ko00970,map00970	M00359,M00360	R03658	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_2,tRNA_anti-codon
G_50090_0_22_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5137	6.21e-241	662.0	COG0042@1|root,COG0042@2|Bacteria,1TQ2R@1239|Firmicutes,4HA9K@91061|Bacilli,3F4C6@33958|Lactobacillaceae	91061|Bacilli	J	Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines	dus	-	-	ko:K05540	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Dus
G_50090_0_23_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5136	9.26e-218	601.0	COG1281@1|root,COG1281@2|Bacteria,1TRCH@1239|Firmicutes,4HAFR@91061|Bacilli,3F42B@33958|Lactobacillaceae	91061|Bacilli	O	Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress	hslO	-	-	ko:K04083	-	-	-	-	ko00000,ko03110	-	-	-	HSP33
G_50090_0_24_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5135	0.0	1254.0	COG0465@1|root,COG0465@2|Bacteria,1TPTV@1239|Firmicutes,4HAJB@91061|Bacilli,3F49Z@33958|Lactobacillaceae	91061|Bacilli	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	ftsH	GO:0003674,GO:0003824,GO:0004176,GO:0005575,GO:0005623,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009056,GO:0009057,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019538,GO:0030163,GO:0030428,GO:0032502,GO:0042623,GO:0043170,GO:0043934,GO:0044238,GO:0044464,GO:0070011,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575	-	ko:K03798	-	M00742	-	-	ko00000,ko00002,ko01000,ko01002,ko03110	-	-	-	AAA,FtsH_ext,Peptidase_M41
G_50090_0_25_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5134	8.67e-124	353.0	COG0634@1|root,COG0634@2|Bacteria,1V1C9@1239|Firmicutes,4HFZ2@91061|Bacilli,3F56C@33958|Lactobacillaceae	91061|Bacilli	F	Belongs to the purine pyrimidine phosphoribosyltransferase family	hpt	-	2.4.2.8	ko:K00760	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	-	R00190,R01132,R01229,R02142,R08237,R08238,R08245	RC00063,RC00122	ko00000,ko00001,ko01000	-	-	-	Pribosyltran
G_50090_0_26_Limosilactobacillus_reuteri	557436.Lreu_0266	0.0	876.0	COG0037@1|root,COG0037@2|Bacteria,1TPXP@1239|Firmicutes,4H9ZM@91061|Bacilli,3F4GY@33958|Lactobacillaceae	91061|Bacilli	J	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine	tilS	-	2.4.2.8,6.3.4.19	ko:K04075,ko:K15780	ko00230,ko01100,ko01110,map00230,map01100,map01110	-	R01132,R01229,R02142,R09597	RC00063,RC00122,RC02633,RC02634	ko00000,ko00001,ko01000,ko03016	-	-	-	ATP_bind_3,TilS,TilS_C
G_50090_0_27_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5132	3.88e-101	294.0	COG1098@1|root,COG1098@2|Bacteria,1V6FE@1239|Firmicutes,4HIKM@91061|Bacilli,3F6HV@33958|Lactobacillaceae	91061|Bacilli	J	RNA binding	yabR	-	-	ko:K07571	-	-	-	-	ko00000	-	-	-	S1
G_50090_0_28_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5131	1.39e-72	218.0	COG2919@1|root,COG2919@2|Bacteria,1VKC5@1239|Firmicutes,4HR53@91061|Bacilli,3F76Z@33958|Lactobacillaceae	91061|Bacilli	D	Septum formation initiator	divIC	-	-	ko:K13052	-	-	-	-	ko00000,ko03036	-	-	-	DivIC
G_50090_0_29_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5130	2.03e-52	165.0	COG1188@1|root,COG1188@2|Bacteria,1VEI5@1239|Firmicutes,4HKJJ@91061|Bacilli,3F7JX@33958|Lactobacillaceae	91061|Bacilli	J	S4 domain protein	yabO	-	-	-	-	-	-	-	-	-	-	-	S4
G_50090_0_30_Limosilactobacillus_reuteri	557436.Lreu_0262	0.0	2278.0	COG1197@1|root,COG1197@2|Bacteria,1TPF1@1239|Firmicutes,4H9NB@91061|Bacilli,3F4KU@33958|Lactobacillaceae	91061|Bacilli	L	Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site	mfd	-	-	ko:K03723	ko03420,map03420	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	CarD_CdnL_TRCF,DEAD,Helicase_C,TRCF
G_50090_0_31_Limosilactobacillus_reuteri	557436.Lreu_0261	1.73e-131	374.0	COG0193@1|root,COG0193@2|Bacteria,1V3NB@1239|Firmicutes,4HH2Z@91061|Bacilli,3F3VZ@33958|Lactobacillaceae	91061|Bacilli	J	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis	pth	GO:0003674,GO:0003824,GO:0004045,GO:0016787,GO:0016788,GO:0052689,GO:0140098,GO:0140101	3.1.1.29	ko:K01056	-	-	-	-	ko00000,ko01000,ko03012	-	-	-	Pept_tRNA_hydro
G_50090_0_32_Limosilactobacillus_reuteri	557436.Lreu_0260	1.51e-145	410.0	COG0517@1|root,COG0517@2|Bacteria,1TR5G@1239|Firmicutes,4H9ZA@91061|Bacilli,3F3JY@33958|Lactobacillaceae	91061|Bacilli	S	(CBS) domain	-	-	-	-	-	-	-	-	-	-	-	-	CBS
G_50090_0_33_Limosilactobacillus_reuteri	557436.Lreu_0259	8.04e-186	516.0	COG3971@1|root,COG3971@2|Bacteria,1TQVG@1239|Firmicutes,4HBMC@91061|Bacilli,3F515@33958|Lactobacillaceae	91061|Bacilli	Q	hydratase	mhpD	-	-	ko:K02509	ko00350,ko01120,map00350,map01120	-	R04132,R06897	RC01615,RC02595	ko00000,ko00001,ko01000	-	-	-	-
G_50090_0_34_Limosilactobacillus_reuteri	557436.Lreu_0258	1.59e-308	839.0	COG0402@1|root,COG0402@2|Bacteria,1TRK2@1239|Firmicutes,4HAAV@91061|Bacilli,3F4JP@33958|Lactobacillaceae	91061|Bacilli	F	cytosine deaminase	codA	-	3.5.4.1	ko:K01485	ko00240,ko00330,ko01100,map00240,map00330,map01100	-	R00974,R01411,R02922	RC00074,RC00514,RC00809	ko00000,ko00001,ko01000	-	-	-	Amidohydro_3
G_50090_0_35_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5124	8.61e-199	558.0	COG1457@1|root,COG1457@2|Bacteria,1TTBN@1239|Firmicutes,4HA3B@91061|Bacilli,3F4YG@33958|Lactobacillaceae	91061|Bacilli	U	Belongs to the purine-cytosine permease (2.A.39) family	-	-	-	-	-	-	-	-	-	-	-	-	Transp_cyt_pur
